Game,n_agents,n_rounds,Round,Agent,Contribution,Total_Contribution,Multiplied_Contribution,Reward,multplier
game_1696190979_7ZZOZ,6,10,2,agent_2,4,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,2,agent_3,3,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,2,agent_4,4,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,2,agent_5,6,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,2,agent_6,3,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,3,agent_1,4,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,3,agent_2,6,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,3,agent_3,4,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,3,agent_4,3,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,3,agent_5,5,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,3,agent_6,5,27,21.6,3.6,0.8
game_1696190979_7ZZOZ,6,10,4,agent_1,5,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,4,agent_2,8,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,4,agent_3,2,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,4,agent_4,3,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,4,agent_5,4,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,4,agent_6,2,24,19.200000000000003,3.2000000000000006,0.8
game_1696190979_7ZZOZ,6,10,5,agent_1,4,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,5,agent_2,10,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,5,agent_3,5,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,5,agent_4,2,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,5,agent_5,5,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,5,agent_6,4,30,24.0,4.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_1,3,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_2,0,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_3,1,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_4,4,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_5,4,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,6,agent_6,3,15,12.0,2.0,0.8
game_1696190979_7ZZOZ,6,10,7,agent_1,5,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,7,agent_2,8,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,7,agent_3,5,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,7,agent_4,2,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,7,agent_5,3,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,7,agent_6,2,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_1,5,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_2,5,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_3,3,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_4,3,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_5,4,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,8,agent_6,5,25,20.0,3.3333333333333335,0.8
game_1696190979_7ZZOZ,6,10,9,agent_1,5,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,9,agent_2,7,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,9,agent_3,4,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,9,agent_4,4,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,9,agent_5,5,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,9,agent_6,4,29,23.200000000000003,3.866666666666667,0.8
game_1696190979_7ZZOZ,6,10,10,agent_1,5,20,16.0,2.6666666666666665,0.8
game_1696190979_7ZZOZ,6,10,10,agent_2,3,20,16.0,2.6666666666666665,0.8
game_1696190979_7ZZOZ,6,10,10,agent_3,2,20,16.0,2.6666666666666665,0.8
game_1696190979_7ZZOZ,6,10,10,agent_4,3,20,16.0,2.6666666666666665,0.8
game_1696190979_7ZZOZ,6,10,10,agent_5,5,20,16.0,2.6666666666666665,0.8
game_1696190979_7ZZOZ,6,10,10,agent_6,2,20,16.0,2.6666666666666665,0.8
game_1696191003_KX6EA,6,10,1,agent_1,6,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,1,agent_2,5,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,1,agent_3,10,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,1,agent_4,4,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,1,agent_5,3,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,1,agent_6,0,28,28,4.666666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_1,6,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_2,6,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_3,9,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_4,3,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_5,4,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,2,agent_6,3,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,3,agent_1,7,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,3,agent_2,4,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,3,agent_3,5,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,3,agent_4,2,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,3,agent_5,2,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,3,agent_6,2,22,22,3.6666666666666665,1.0
game_1696191003_KX6EA,6,10,4,agent_1,7,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,4,agent_2,8,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,4,agent_3,7,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,4,agent_4,1,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,4,agent_5,5,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,4,agent_6,5,33,33,5.5,1.0
game_1696191003_KX6EA,6,10,5,agent_1,5,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,5,agent_2,2,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,5,agent_3,3,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,5,agent_4,0,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,5,agent_5,3,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,5,agent_6,4,17,17,2.8333333333333335,1.0
game_1696191003_KX6EA,6,10,6,agent_1,5,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,6,agent_2,10,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,6,agent_3,8,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,6,agent_4,5,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,6,agent_5,4,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,6,agent_6,6,38,38,6.333333333333333,1.0
game_1696191003_KX6EA,6,10,7,agent_1,7,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,7,agent_2,1,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,7,agent_3,6,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,7,agent_4,0,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,7,agent_5,3,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,7,agent_6,3,20,20,3.3333333333333335,1.0
game_1696191003_KX6EA,6,10,8,agent_1,5,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,8,agent_2,9,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,8,agent_3,4,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,8,agent_4,4,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,8,agent_5,5,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,8,agent_6,5,32,32,5.333333333333333,1.0
game_1696191003_KX6EA,6,10,9,agent_1,8,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,9,agent_2,3,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,9,agent_3,5,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,9,agent_4,3,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,9,agent_5,2,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,9,agent_6,3,24,24,4.0,1.0
game_1696191003_KX6EA,6,10,10,agent_1,6,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,10,agent_2,7,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,10,agent_3,6,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,10,agent_4,2,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,10,agent_5,6,31,31,5.166666666666667,1.0
game_1696191003_KX6EA,6,10,10,agent_6,4,31,31,5.166666666666667,1.0
game_1696191028_ZL887,6,10,1,agent_1,3,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,1,agent_2,10,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,1,agent_3,5,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,1,agent_4,3,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,1,agent_5,3,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,1,agent_6,2,26,33.800000000000004,5.633333333333334,1.3
game_1696191028_ZL887,6,10,2,agent_1,4,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,2,agent_2,10,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,2,agent_3,4,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,2,agent_4,5,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,2,agent_5,5,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,2,agent_6,3,31,40.300000000000004,6.716666666666668,1.3
game_1696191028_ZL887,6,10,3,agent_1,2,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,3,agent_2,10,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,3,agent_3,3,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,3,agent_4,2,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,3,agent_5,2,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,3,agent_6,5,24,31.200000000000003,5.2,1.3
game_1696191028_ZL887,6,10,4,agent_1,3,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,4,agent_2,10,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,4,agent_3,5,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,4,agent_4,6,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,4,agent_5,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,4,agent_6,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,5,agent_1,1,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,5,agent_2,10,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,5,agent_3,2,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,5,agent_4,3,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,5,agent_5,3,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,5,agent_6,6,25,32.5,5.416666666666667,1.3
game_1696191028_ZL887,6,10,6,agent_1,5,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,6,agent_2,10,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,6,agent_3,3,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,6,agent_4,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,6,agent_5,5,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,6,agent_6,5,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_1,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_2,10,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_3,2,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_4,5,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_5,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,7,agent_6,7,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_1,3,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_2,10,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_3,2,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_4,4,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_5,2,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,8,agent_6,8,29,37.7,6.283333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_1,2,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_2,10,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_3,3,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_4,6,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_5,4,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,9,agent_6,7,32,41.6,6.933333333333334,1.3
game_1696191028_ZL887,6,10,10,agent_1,4,35,45.5,7.583333333333333,1.3
game_1696191028_ZL887,6,10,10,agent_2,10,35,45.5,7.583333333333333,1.3
game_1696191028_ZL887,6,10,10,agent_3,2,35,45.5,7.583333333333333,1.3
game_1696191028_ZL887,6,10,10,agent_4,6,35,45.5,7.583333333333333,1.3
game_1696191028_ZL887,6,10,10,agent_5,3,35,45.5,7.583333333333333,1.3
game_1696191028_ZL887,6,10,10,agent_6,10,35,45.5,7.583333333333333,1.3
game_1696191052_U4AP9,6,10,1,agent_1,5,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,1,agent_2,0,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,1,agent_3,3,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,1,agent_4,8,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,1,agent_5,0,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,1,agent_6,5,21,35.699999999999996,5.949999999999999,1.7
game_1696191052_U4AP9,6,10,2,agent_1,6,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,2,agent_2,0,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,2,agent_3,2,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,2,agent_4,7,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,2,agent_5,3,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,2,agent_6,4,22,37.4,6.233333333333333,1.7
game_1696191052_U4AP9,6,10,3,agent_1,4,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,3,agent_2,8,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,3,agent_3,4,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,3,agent_4,6,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,3,agent_5,4,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,3,agent_6,3,29,49.3,8.216666666666667,1.7
game_1696191052_U4AP9,6,10,4,agent_1,3,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,4,agent_2,10,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,4,agent_3,5,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,4,agent_4,5,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,4,agent_5,5,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,4,agent_6,2,30,51.0,8.5,1.7
game_1696191052_U4AP9,6,10,5,agent_1,4,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,5,agent_2,0,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,5,agent_3,4,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,5,agent_4,4,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,5,agent_5,3,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,5,agent_6,1,16,27.2,4.533333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_1,5,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_2,7,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_3,5,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_4,3,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_5,5,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,6,agent_6,6,31,52.699999999999996,8.783333333333333,1.7
game_1696191052_U4AP9,6,10,7,agent_1,6,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,7,agent_2,10,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,7,agent_3,3,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,7,agent_4,2,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,7,agent_5,2,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,7,agent_6,4,27,45.9,7.6499999999999995,1.7
game_1696191052_U4AP9,6,10,8,agent_1,7,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,8,agent_2,9,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,8,agent_3,3,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,8,agent_4,1,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,8,agent_5,3,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,8,agent_6,3,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_1,8,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_2,8,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_3,4,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_4,0,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_5,4,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,9,agent_6,2,26,44.199999999999996,7.366666666666666,1.7
game_1696191052_U4AP9,6,10,10,agent_1,9,25,42.5,7.083333333333333,1.7
game_1696191052_U4AP9,6,10,10,agent_2,7,25,42.5,7.083333333333333,1.7
game_1696191052_U4AP9,6,10,10,agent_3,3,25,42.5,7.083333333333333,1.7
game_1696191052_U4AP9,6,10,10,agent_4,0,25,42.5,7.083333333333333,1.7
game_1696191052_U4AP9,6,10,10,agent_5,4,25,42.5,7.083333333333333,1.7
game_1696191052_U4AP9,6,10,10,agent_6,2,25,42.5,7.083333333333333,1.7
game_1696191078_FKGKE,6,10,1,agent_1,2,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,1,agent_2,0,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,1,agent_3,6,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,1,agent_4,2,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,1,agent_5,3,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,1,agent_6,5,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,2,agent_1,4,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,2,agent_2,5,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,2,agent_3,5,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,2,agent_4,4,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,2,agent_5,2,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,2,agent_6,7,27,54.0,9.0,2.0
game_1696191078_FKGKE,6,10,3,agent_1,6,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,3,agent_2,7,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,3,agent_3,4,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,3,agent_4,6,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,3,agent_5,5,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,3,agent_6,4,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_1,8,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_2,8,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_3,3,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_4,8,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_5,2,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,4,agent_6,3,32,64.0,10.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_1,10,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_2,2,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_3,2,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_4,4,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_5,5,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,5,agent_6,6,29,58.0,9.666666666666666,2.0
game_1696191078_FKGKE,6,10,6,agent_1,0,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,6,agent_2,4,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,6,agent_3,1,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,6,agent_4,3,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,6,agent_5,4,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,6,agent_6,7,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,7,agent_1,2,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,7,agent_2,3,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,7,agent_3,0,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,7,agent_4,1,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,7,agent_5,3,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,7,agent_6,8,17,34.0,5.666666666666667,2.0
game_1696191078_FKGKE,6,10,8,agent_1,4,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,8,agent_2,2,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,8,agent_3,0,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,8,agent_4,1,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,8,agent_5,2,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,8,agent_6,7,16,32.0,5.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_1,6,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_2,3,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_3,0,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_4,0,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_5,4,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,9,agent_6,6,19,38.0,6.333333333333333,2.0
game_1696191078_FKGKE,6,10,10,agent_1,8,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,10,agent_2,3,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,10,agent_3,0,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,10,agent_4,0,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,10,agent_5,3,18,36.0,6.0,2.0
game_1696191078_FKGKE,6,10,10,agent_6,4,18,36.0,6.0,2.0
game_1696191103_OFABH,6,10,1,agent_1,10,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,1,agent_2,5,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,1,agent_3,0,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,1,agent_4,0,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,1,agent_5,5,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,1,agent_6,0,20,60.0,10.0,3.0
game_1696191103_OFABH,6,10,2,agent_1,10,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,2,agent_2,5,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,2,agent_3,2,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,2,agent_4,0,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,2,agent_5,4,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,2,agent_6,5,26,78.0,13.0,3.0
game_1696191103_OFABH,6,10,3,agent_1,10,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,3,agent_2,5,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,3,agent_3,4,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,3,agent_4,0,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,3,agent_5,3,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,3,agent_6,6,28,84.0,14.0,3.0
game_1696191103_OFABH,6,10,4,agent_1,10,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,4,agent_2,5,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,4,agent_3,3,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,4,agent_4,0,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,4,agent_5,2,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,4,agent_6,10,30,90.0,15.0,3.0
game_1696191103_OFABH,6,10,5,agent_1,10,31,93.0,15.5,3.0
game_1696191103_OFABH,6,10,5,agent_2,5,31,93.0,15.5,3.0
game_1696191103_OFABH,6,10,5,agent_3,5,31,93.0,15.5,3.0
game_1696191103_OFABH,6,10,5,agent_4,0,31,93.0,15.5,3.0
